"Sophia sold clips to 158 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 158 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 158/2 = <<158/2=79>>79 clips in May. Sophia sold 158+79 = <<158+79=237>>237 clips altogether in April and May. #### 237
"Sophia sold clips to 114 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 114 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 114/2 = <<114/2=57>>57 clips in May. Sophia sold 114+57 = <<114+57=171>>171 clips altogether in April and May. #### 171
"Isabella sold clips to 192 of her friends in April, and then she sold half as many clips in May. How many clips did Isabella sell altogether in April and May?","Isabella sold clips to 192 of her friends in April, and then she sold half as many clips in May. Isabella sold three times as many in June. How many clips did Isabella sell altogether in April and May?",Isabella sold 192/2 = <<192/2=96>>96 clips in May. Isabella sold 192+96 = <<192+96=288>>288 clips altogether in April and May. #### 288
"Mia sold clips to 120 of her friends in April, and then she sold half as many clips in May. How many clips did Mia sell altogether in April and May?","Mia sold clips to 120 of her friends in April, and then she sold half as many clips in May. Mia sold three times as many in June. How many clips did Mia sell altogether in April and May?",Mia sold 120/2 = <<120/2=60>>60 clips in May. Mia sold 120+60 = <<120+60=180>>180 clips altogether in April and May. #### 180
"Isabella sold clips to 190 of her friends in April, and then she sold half as many clips in May. How many clips did Isabella sell altogether in April and May?","Isabella sold clips to 190 of her friends in April, and then she sold half as many clips in May. Isabella sold three times as many in June. How many clips did Isabella sell altogether in April and May?",Isabella sold 190/2 = <<190/2=95>>95 clips in May. Isabella sold 190+95 = <<190+95=285>>285 clips altogether in April and May. #### 285
"Sophia sold clips to 174 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 174 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 174/2 = <<174/2=87>>87 clips in May. Sophia sold 174+87 = <<174+87=261>>261 clips altogether in April and May. #### 261
"Charlotte sold clips to 138 of her friends in April, and then she sold half as many clips in May. How many clips did Charlotte sell altogether in April and May?","Charlotte sold clips to 138 of her friends in April, and then she sold half as many clips in May. Charlotte sold three times as many in June. How many clips did Charlotte sell altogether in April and May?",Charlotte sold 138/2 = <<138/2=69>>69 clips in May. Charlotte sold 138+69 = <<138+69=207>>207 clips altogether in April and May. #### 207
"Isabella sold clips to 112 of her friends in April, and then she sold half as many clips in May. How many clips did Isabella sell altogether in April and May?","Isabella sold clips to 112 of her friends in April, and then she sold half as many clips in May. Isabella sold three times as many in June. How many clips did Isabella sell altogether in April and May?",Isabella sold 112/2 = <<112/2=56>>56 clips in May. Isabella sold 112+56 = <<112+56=168>>168 clips altogether in April and May. #### 168
"Ava sold clips to 130 of her friends in April, and then she sold half as many clips in May. How many clips did Ava sell altogether in April and May?","Ava sold clips to 130 of her friends in April, and then she sold half as many clips in May. Ava sold three times as many in June. How many clips did Ava sell altogether in April and May?",Ava sold 130/2 = <<130/2=65>>65 clips in May. Ava sold 130+65 = <<130+65=195>>195 clips altogether in April and May. #### 195
"Ava sold clips to 196 of her friends in April, and then she sold half as many clips in May. How many clips did Ava sell altogether in April and May?","Ava sold clips to 196 of her friends in April, and then she sold half as many clips in May. Ava sold three times as many in June. How many clips did Ava sell altogether in April and May?",Ava sold 196/2 = <<196/2=98>>98 clips in May. Ava sold 196+98 = <<196+98=294>>294 clips altogether in April and May. #### 294
"Amelia sold clips to 134 of her friends in April, and then she sold half as many clips in May. How many clips did Amelia sell altogether in April and May?","Amelia sold clips to 134 of her friends in April, and then she sold half as many clips in May. Amelia sold three times as many in June. How many clips did Amelia sell altogether in April and May?",Amelia sold 134/2 = <<134/2=67>>67 clips in May. Amelia sold 134+67 = <<134+67=201>>201 clips altogether in April and May. #### 201
"Charlotte sold clips to 120 of her friends in April, and then she sold half as many clips in May. How many clips did Charlotte sell altogether in April and May?","Charlotte sold clips to 120 of her friends in April, and then she sold half as many clips in May. Charlotte sold three times as many in June. How many clips did Charlotte sell altogether in April and May?",Charlotte sold 120/2 = <<120/2=60>>60 clips in May. Charlotte sold 120+60 = <<120+60=180>>180 clips altogether in April and May. #### 180
"Mia sold clips to 164 of her friends in April, and then she sold half as many clips in May. How many clips did Mia sell altogether in April and May?","Mia sold clips to 164 of her friends in April, and then she sold half as many clips in May. Mia sold three times as many in June. How many clips did Mia sell altogether in April and May?",Mia sold 164/2 = <<164/2=82>>82 clips in May. Mia sold 164+82 = <<164+82=246>>246 clips altogether in April and May. #### 246
"Mia sold clips to 54 of her friends in April, and then she sold half as many clips in May. How many clips did Mia sell altogether in April and May?","Mia sold clips to 54 of her friends in April, and then she sold half as many clips in May. Mia sold three times as many in June. How many clips did Mia sell altogether in April and May?",Mia sold 54/2 = <<54/2=27>>27 clips in May. Mia sold 54+27 = <<54+27=81>>81 clips altogether in April and May. #### 81
"Mia sold clips to 148 of her friends in April, and then she sold half as many clips in May. How many clips did Mia sell altogether in April and May?","Mia sold clips to 148 of her friends in April, and then she sold half as many clips in May. Mia sold three times as many in June. How many clips did Mia sell altogether in April and May?",Mia sold 148/2 = <<148/2=74>>74 clips in May. Mia sold 148+74 = <<148+74=222>>222 clips altogether in April and May. #### 222
"Sophia sold clips to 22 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 22 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 22/2 = <<22/2=11>>11 clips in May. Sophia sold 22+11 = <<22+11=33>>33 clips altogether in April and May. #### 33
"Olivia sold clips to 180 of her friends in April, and then she sold half as many clips in May. How many clips did Olivia sell altogether in April and May?","Olivia sold clips to 180 of her friends in April, and then she sold half as many clips in May. Olivia sold three times as many in June. How many clips did Olivia sell altogether in April and May?",Olivia sold 180/2 = <<180/2=90>>90 clips in May. Olivia sold 180+90 = <<180+90=270>>270 clips altogether in April and May. #### 270
"Isabella sold clips to 130 of her friends in April, and then she sold half as many clips in May. How many clips did Isabella sell altogether in April and May?","Isabella sold clips to 130 of her friends in April, and then she sold half as many clips in May. Isabella sold three times as many in June. How many clips did Isabella sell altogether in April and May?",Isabella sold 130/2 = <<130/2=65>>65 clips in May. Isabella sold 130+65 = <<130+65=195>>195 clips altogether in April and May. #### 195
"Emma sold clips to 32 of her friends in April, and then she sold half as many clips in May. How many clips did Emma sell altogether in April and May?","Emma sold clips to 32 of her friends in April, and then she sold half as many clips in May. Emma sold three times as many in June. How many clips did Emma sell altogether in April and May?",Emma sold 32/2 = <<32/2=16>>16 clips in May. Emma sold 32+16 = <<32+16=48>>48 clips altogether in April and May. #### 48
"Sophia sold clips to 66 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 66 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 66/2 = <<66/2=33>>33 clips in May. Sophia sold 66+33 = <<66+33=99>>99 clips altogether in April and May. #### 99
"Charlotte sold clips to 108 of her friends in April, and then she sold half as many clips in May. How many clips did Charlotte sell altogether in April and May?","Charlotte sold clips to 108 of her friends in April, and then she sold half as many clips in May. Charlotte sold three times as many in June. How many clips did Charlotte sell altogether in April and May?",Charlotte sold 108/2 = <<108/2=54>>54 clips in May. Charlotte sold 108+54 = <<108+54=162>>162 clips altogether in April and May. #### 162
"Mia sold clips to 160 of her friends in April, and then she sold half as many clips in May. How many clips did Mia sell altogether in April and May?","Mia sold clips to 160 of her friends in April, and then she sold half as many clips in May. Mia sold three times as many in June. How many clips did Mia sell altogether in April and May?",Mia sold 160/2 = <<160/2=80>>80 clips in May. Mia sold 160+80 = <<160+80=240>>240 clips altogether in April and May. #### 240
"Isabella sold clips to 110 of her friends in April, and then she sold half as many clips in May. How many clips did Isabella sell altogether in April and May?","Isabella sold clips to 110 of her friends in April, and then she sold half as many clips in May. Isabella sold three times as many in June. How many clips did Isabella sell altogether in April and May?",Isabella sold 110/2 = <<110/2=55>>55 clips in May. Isabella sold 110+55 = <<110+55=165>>165 clips altogether in April and May. #### 165
"Mia sold clips to 60 of her friends in April, and then she sold half as many clips in May. How many clips did Mia sell altogether in April and May?","Mia sold clips to 60 of her friends in April, and then she sold half as many clips in May. Mia sold three times as many in June. How many clips did Mia sell altogether in April and May?",Mia sold 60/2 = <<60/2=30>>30 clips in May. Mia sold 60+30 = <<60+30=90>>90 clips altogether in April and May. #### 90
"Isabella sold clips to 192 of her friends in April, and then she sold half as many clips in May. How many clips did Isabella sell altogether in April and May?","Isabella sold clips to 192 of her friends in April, and then she sold half as many clips in May. Isabella sold three times as many in June. How many clips did Isabella sell altogether in April and May?",Isabella sold 192/2 = <<192/2=96>>96 clips in May. Isabella sold 192+96 = <<192+96=288>>288 clips altogether in April and May. #### 288
"Isabella sold clips to 136 of her friends in April, and then she sold half as many clips in May. How many clips did Isabella sell altogether in April and May?","Isabella sold clips to 136 of her friends in April, and then she sold half as many clips in May. Isabella sold three times as many in June. How many clips did Isabella sell altogether in April and May?",Isabella sold 136/2 = <<136/2=68>>68 clips in May. Isabella sold 136+68 = <<136+68=204>>204 clips altogether in April and May. #### 204
"Emma sold clips to 140 of her friends in April, and then she sold half as many clips in May. How many clips did Emma sell altogether in April and May?","Emma sold clips to 140 of her friends in April, and then she sold half as many clips in May. Emma sold three times as many in June. How many clips did Emma sell altogether in April and May?",Emma sold 140/2 = <<140/2=70>>70 clips in May. Emma sold 140+70 = <<140+70=210>>210 clips altogether in April and May. #### 210
"Charlotte sold clips to 100 of her friends in April, and then she sold half as many clips in May. How many clips did Charlotte sell altogether in April and May?","Charlotte sold clips to 100 of her friends in April, and then she sold half as many clips in May. Charlotte sold three times as many in June. How many clips did Charlotte sell altogether in April and May?",Charlotte sold 100/2 = <<100/2=50>>50 clips in May. Charlotte sold 100+50 = <<100+50=150>>150 clips altogether in April and May. #### 150
"Sophia sold clips to 104 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 104 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 104/2 = <<104/2=52>>52 clips in May. Sophia sold 104+52 = <<104+52=156>>156 clips altogether in April and May. #### 156
"Ava sold clips to 106 of her friends in April, and then she sold half as many clips in May. How many clips did Ava sell altogether in April and May?","Ava sold clips to 106 of her friends in April, and then she sold half as many clips in May. Ava sold three times as many in June. How many clips did Ava sell altogether in April and May?",Ava sold 106/2 = <<106/2=53>>53 clips in May. Ava sold 106+53 = <<106+53=159>>159 clips altogether in April and May. #### 159
"Sophia sold clips to 72 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 72 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 72/2 = <<72/2=36>>36 clips in May. Sophia sold 72+36 = <<72+36=108>>108 clips altogether in April and May. #### 108
"Sophia sold clips to 90 of her friends in April, and then she sold half as many clips in May. How many clips did Sophia sell altogether in April and May?","Sophia sold clips to 90 of her friends in April, and then she sold half as many clips in May. Sophia sold three times as many in June. How many clips did Sophia sell altogether in April and May?",Sophia sold 90/2 = <<90/2=45>>45 clips in May. Sophia sold 90+45 = <<90+45=135>>135 clips altogether in April and May. #### 135
"Ava sold clips to 196 of her friends in April, and then she sold half as many clips in May. How many clips did Ava sell altogether in April and May?","Ava sold clips to 196 of her friends in April, and then she sold half as many clips in May. Ava sold three times as many in June. How many clips did Ava sell altogether in April and May?",Ava sold 196/2 = <<196/2=98>>98 clips in May. Ava sold 196+98 = <<196+98=294>>294 clips altogether in April and May. #### 294
"Olivia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Olivia sell altogether in April and May?","Olivia sold clips to 48 of her friends in April, and then she sold half as many clips in May. Olivia sold three times as many in June. How many clips did Olivia sell altogether in April and May?",Olivia sold 48/2 = <<48/2=24>>24 clips in May. Olivia sold 48+24 = <<48+24=72>>72 clips altogether in April and May. #### 72
"Ava sold clips to 58 of her friends in April, and then she sold half as many clips in May. How many clips did Ava sell altogether in April and May?","Ava sold clips to 58 of her friends in April, and then she sold half as many clips in May. Ava sold three times as many in June. How many clips did Ava sell altogether in April and May?",Ava sold 58/2 = <<58/2=29>>29 clips in May. Ava sold 58+29 = <<58+29=87>>87 clips altogether in April and May. #### 87
"Olivia earns $12 an hour for babysitting. Yesterday, she just did 25 minutes of babysitting. How much did she earn?","Olivia earns $12 an hour for babysitting. Yesterday, she just did 25 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Olivia earns 12/60 = $<<12/60=0.2>>0.2 per minute. Working 25 minutes, she earned 0.2 x 25 = $<<0.2*25=5.0>>5.0. #### 5.0"
"Olivia earns $95 an hour for babysitting. Yesterday, she just did 75 minutes of babysitting. How much did she earn?","Olivia earns $95 an hour for babysitting. Yesterday, she just did 75 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Olivia earns 95/60 = $<<95/60=1.5833333333333333>>1.5833333333333333 per minute. Working 75 minutes, she earned 1.5833333333333333 x 75 = $<<1.5833333333333333*75=118.75>>118.75. #### 118.75"
"Charlotte earns $33 an hour for babysitting. Yesterday, she just did 75 minutes of babysitting. How much did she earn?","Charlotte earns $33 an hour for babysitting. Yesterday, she just did 75 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Charlotte earns 33/60 = $<<33/60=0.55>>0.55 per minute. Working 75 minutes, she earned 0.55 x 75 = $<<0.55*75=41.25>>41.25. #### 41.25"
"Charlotte earns $62 an hour for babysitting. Yesterday, she just did 90 minutes of babysitting. How much did she earn?","Charlotte earns $62 an hour for babysitting. Yesterday, she just did 90 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Charlotte earns 62/60 = $<<62/60=1.0333333333333334>>1.0333333333333334 per minute. Working 90 minutes, she earned 1.0333333333333334 x 90 = $<<1.0333333333333334*90=93.00000000000001>>93.00000000000001. #### 93.00000000000001"
"Amelia earns $18 an hour for babysitting. Yesterday, she just did 22 minutes of babysitting. How much did she earn?","Amelia earns $18 an hour for babysitting. Yesterday, she just did 22 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Amelia earns 18/60 = $<<18/60=0.3>>0.3 per minute. Working 22 minutes, she earned 0.3 x 22 = $<<0.3*22=6.6>>6.6. #### 6.6"
"Isabella earns $41 an hour for babysitting. Yesterday, she just did 36 minutes of babysitting. How much did she earn?","Isabella earns $41 an hour for babysitting. Yesterday, she just did 36 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Isabella earns 41/60 = $<<41/60=0.6833333333333333>>0.6833333333333333 per minute. Working 36 minutes, she earned 0.6833333333333333 x 36 = $<<0.6833333333333333*36=24.6>>24.6. #### 24.6"
"Amelia earns $48 an hour for babysitting. Yesterday, she just did 76 minutes of babysitting. How much did she earn?","Amelia earns $48 an hour for babysitting. Yesterday, she just did 76 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Amelia earns 48/60 = $<<48/60=0.8>>0.8 per minute. Working 76 minutes, she earned 0.8 x 76 = $<<0.8*76=60.800000000000004>>60.800000000000004. #### 60.800000000000004"
"Olivia earns $67 an hour for babysitting. Yesterday, she just did 30 minutes of babysitting. How much did she earn?","Olivia earns $67 an hour for babysitting. Yesterday, she just did 30 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Olivia earns 67/60 = $<<67/60=1.1166666666666667>>1.1166666666666667 per minute. Working 30 minutes, she earned 1.1166666666666667 x 30 = $<<1.1166666666666667*30=33.5>>33.5. #### 33.5"
"Charlotte earns $47 an hour for babysitting. Yesterday, she just did 29 minutes of babysitting. How much did she earn?","Charlotte earns $47 an hour for babysitting. Yesterday, she just did 29 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Charlotte earns 47/60 = $<<47/60=0.7833333333333333>>0.7833333333333333 per minute. Working 29 minutes, she earned 0.7833333333333333 x 29 = $<<0.7833333333333333*29=22.716666666666665>>22.716666666666665. #### 22.716666666666665"
"Olivia earns $80 an hour for babysitting. Yesterday, she just did 96 minutes of babysitting. How much did she earn?","Olivia earns $80 an hour for babysitting. Yesterday, she just did 96 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Olivia earns 80/60 = $<<80/60=1.3333333333333333>>1.3333333333333333 per minute. Working 96 minutes, she earned 1.3333333333333333 x 96 = $<<1.3333333333333333*96=128.0>>128.0. #### 128.0"
"Charlotte earns $68 an hour for babysitting. Yesterday, she just did 49 minutes of babysitting. How much did she earn?","Charlotte earns $68 an hour for babysitting. Yesterday, she just did 49 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Charlotte earns 68/60 = $<<68/60=1.1333333333333333>>1.1333333333333333 per minute. Working 49 minutes, she earned 1.1333333333333333 x 49 = $<<1.1333333333333333*49=55.53333333333333>>55.53333333333333. #### 55.53333333333333"
"Olivia earns $41 an hour for babysitting. Yesterday, she just did 99 minutes of babysitting. How much did she earn?","Olivia earns $41 an hour for babysitting. Yesterday, she just did 99 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Olivia earns 41/60 = $<<41/60=0.6833333333333333>>0.6833333333333333 per minute. Working 99 minutes, she earned 0.6833333333333333 x 99 = $<<0.6833333333333333*99=67.65>>67.65. #### 67.65"
"Ava earns $20 an hour for babysitting. Yesterday, she just did 53 minutes of babysitting. How much did she earn?","Ava earns $20 an hour for babysitting. Yesterday, she just did 53 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Ava earns 20/60 = $<<20/60=0.3333333333333333>>0.3333333333333333 per minute. Working 53 minutes, she earned 0.3333333333333333 x 53 = $<<0.3333333333333333*53=17.666666666666664>>17.666666666666664. #### 17.666666666666664"
"Olivia earns $94 an hour for babysitting. Yesterday, she just did 88 minutes of babysitting. How much did she earn?","Olivia earns $94 an hour for babysitting. Yesterday, she just did 88 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Olivia earns 94/60 = $<<94/60=1.5666666666666667>>1.5666666666666667 per minute. Working 88 minutes, she earned 1.5666666666666667 x 88 = $<<1.5666666666666667*88=137.86666666666667>>137.86666666666667. #### 137.86666666666667"
"Olivia earns $77 an hour for babysitting. Yesterday, she just did 20 minutes of babysitting. How much did she earn?","Olivia earns $77 an hour for babysitting. Yesterday, she just did 20 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Olivia earns 77/60 = $<<77/60=1.2833333333333334>>1.2833333333333334 per minute. Working 20 minutes, she earned 1.2833333333333334 x 20 = $<<1.2833333333333334*20=25.666666666666668>>25.666666666666668. #### 25.666666666666668"
"Mia earns $91 an hour for babysitting. Yesterday, she just did 29 minutes of babysitting. How much did she earn?","Mia earns $91 an hour for babysitting. Yesterday, she just did 29 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Mia earns 91/60 = $<<91/60=1.5166666666666666>>1.5166666666666666 per minute. Working 29 minutes, she earned 1.5166666666666666 x 29 = $<<1.5166666666666666*29=43.983333333333334>>43.983333333333334. #### 43.983333333333334"
"Isabella earns $53 an hour for babysitting. Yesterday, she just did 33 minutes of babysitting. How much did she earn?","Isabella earns $53 an hour for babysitting. Yesterday, she just did 33 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Isabella earns 53/60 = $<<53/60=0.8833333333333333>>0.8833333333333333 per minute. Working 33 minutes, she earned 0.8833333333333333 x 33 = $<<0.8833333333333333*33=29.15>>29.15. #### 29.15"
"Emma earns $18 an hour for babysitting. Yesterday, she just did 64 minutes of babysitting. How much did she earn?","Emma earns $18 an hour for babysitting. Yesterday, she just did 64 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Emma earns 18/60 = $<<18/60=0.3>>0.3 per minute. Working 64 minutes, she earned 0.3 x 64 = $<<0.3*64=19.2>>19.2. #### 19.2"
"Charlotte earns $70 an hour for babysitting. Yesterday, she just did 63 minutes of babysitting. How much did she earn?","Charlotte earns $70 an hour for babysitting. Yesterday, she just did 63 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Charlotte earns 70/60 = $<<70/60=1.1666666666666667>>1.1666666666666667 per minute. Working 63 minutes, she earned 1.1666666666666667 x 63 = $<<1.1666666666666667*63=73.5>>73.5. #### 73.5"
"Mia earns $65 an hour for babysitting. Yesterday, she just did 89 minutes of babysitting. How much did she earn?","Mia earns $65 an hour for babysitting. Yesterday, she just did 89 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Mia earns 65/60 = $<<65/60=1.0833333333333333>>1.0833333333333333 per minute. Working 89 minutes, she earned 1.0833333333333333 x 89 = $<<1.0833333333333333*89=96.41666666666666>>96.41666666666666. #### 96.41666666666666"
"Sophia earns $25 an hour for babysitting. Yesterday, she just did 15 minutes of babysitting. How much did she earn?","Sophia earns $25 an hour for babysitting. Yesterday, she just did 15 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Sophia earns 25/60 = $<<25/60=0.4166666666666667>>0.4166666666666667 per minute. Working 15 minutes, she earned 0.4166666666666667 x 15 = $<<0.4166666666666667*15=6.25>>6.25. #### 6.25"
"Charlotte earns $64 an hour for babysitting. Yesterday, she just did 62 minutes of babysitting. How much did she earn?","Charlotte earns $64 an hour for babysitting. Yesterday, she just did 62 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Charlotte earns 64/60 = $<<64/60=1.0666666666666667>>1.0666666666666667 per minute. Working 62 minutes, she earned 1.0666666666666667 x 62 = $<<1.0666666666666667*62=66.13333333333333>>66.13333333333333. #### 66.13333333333333"
"Isabella earns $17 an hour for babysitting. Yesterday, she just did 27 minutes of babysitting. How much did she earn?","Isabella earns $17 an hour for babysitting. Yesterday, she just did 27 minutes of babysitting. She didn't do any babysitting today. How much did she earn?","Isabella earns 17/60 = $<<17/60=0.2833333333333333>>0.2833333333333333 per minute. Working 27 minutes, she earned 0.2833333333333333 x 27 = $<<0.2833333333333333*27=7.6499999999999995>>7.6499999999999995. #### 7.6499999999999995"
