"First, find out how many seashells Leo initially collected. Together, they collected 59 seashells, and Henry and John together collected \(11 + 24 = 35\) seashells. So, Leo initially collected \(59 - 35 = 24\) seashells.

Leo gave a quarter of his collection to a younger kid, which means he gave away \( \frac{1}{4} \times 24 = 6\) seashells.

After giving away 6 seashells, Leo has \(24 - 6 = 18\) seashells left.

The current total number of seashells they have is \(11 + 24 + 18 = 53\).

So, they have 53 seashells in total now.",53.0
"To find out how many cans of frosting Paul needs, let's calculate the amount of frosting required for each type of baked good.

1. **Layer cakes**: Paul needs 1 can of frosting per layer cake. For 3 layer cakes, he needs:
   \[
   3 \times 1 = 3 \text{ cans of frosting}
   \]

2. **Cupcakes**: Paul uses a half can of frosting for each dozen cupcakes. For 6 dozen cupcakes, he needs:
   \[
   6 \times 0.5 = 3 \text{ cans of frosting}
   \]

3. **Single cakes**: Paul uses a half can of frosting for each single cake. For 12 single cakes, he needs:
   \[
   12 \times 0.5 = 6 \text{ cans of frosting}
   \]

4. **Pans of brownies**: Paul uses a half can of frosting for each pan of brownies. For 18 pans of brownies, he needs:
   \[
   18 \times 0.5 = 9 \text{ cans of frosting}
   \]

Now, let's add up all the frosting needed:
\[
3 + 3 + 6 + 9 = 21 \text{ cans of frosting}
\]

Paul will need a total of 21 cans of frosting.",21.0
"To find out what price Max needs to set for each yellow stamp, we should first calculate how much he has already earned from selling the red and blue stamps:

1. For the red stamps:
   - Max sold 20 red stamps at $1.1 each.
   - Total earnings from red stamps = 20 * 1.1 = $22.

2. For the blue stamps:
   - Max sold 80 blue stamps at $0.8 each.
   - Total earnings from blue stamps = 80 * 0.8 = $64.

Now, let's add those amounts together to find out how much Max has earned so far:

- Total earnings from red and blue stamps = $22 + $64 = $86.

Max wants to earn $100 in total. So, we need to figure out how much more he needs to earn:

- Remaining amount needed = $100 - $86 = $14.

Max has 7 yellow stamps left to sell, and he needs to earn $14 more. To find the price per yellow stamp, divide the remaining amount by the number of yellow stamps:

- Price per yellow stamp = $14 / 7 = $2.

Therefore, Max needs to set the price for each yellow stamp at $2 to earn a total of $100 from the whole sale.",100.0
"First, let's calculate the number of cookies in 8 boxes. Each box has 12 cookies, so:

\[ 8 \text{ boxes} \times 12 \text{ cookies per box} = 96 \text{ cookies} \]

Next, calculate the number of cookies in 9 bags. Each bag has 7 cookies, so:

\[ 9 \text{ bags} \times 7 \text{ cookies per bag} = 63 \text{ cookies} \]

Now, find the difference between the number of cookies in 8 boxes and 9 bags:

\[ 96 \text{ cookies} - 63 \text{ cookies} = 33 \text{ cookies} \]

So, there are 33 more cookies in 8 boxes than in 9 bags. The answer is 33.",33.0
"Each bag contains 60 coals, and since the grill burned through three bags, it used a total of 3 × 60 = 180 coals.

The grill burns 15 coals every 20 minutes. To find out how many 20-minute intervals it took to burn 180 coals, you can divide the total number of coals by the number burned in each interval: 

180 ÷ 15 = 12 intervals.

Since each interval is 20 minutes long, the total grilling time is:

12 × 20 = 240 minutes.

Therefore, the grill ran for 240 minutes, or 4 hours.",4.0
"In the first week, Kara takes her medication 3 times a day for 7 days, so she drinks 4 ounces of water each time:

\[ 3 \, \text{times/day} \times 7 \, \text{days} = 21 \, \text{times} \]

\[ 21 \, \text{times} \times 4 \, \text{ounces/time} = 84 \, \text{ounces} \]

In the second week, she misses taking her medication twice in one day, so she takes it:

\[ 3 \, \text{times/day} \times 7 \, \text{days} - 2 = 19 \, \text{times} \]

\[ 19 \, \text{times} \times 4 \, \text{ounces/time} = 76 \, \text{ounces} \]

Adding both weeks together:

\[ 84 \, \text{ounces} + 76 \, \text{ounces} = 160 \, \text{ounces} \]

Kara drank 160 ounces of water with her medication over the two weeks.",160.0
"Bernie initially has 18 unique postcards. He decides to sell half of his collection, which is 18 / 2 = 9 postcards. He sells each of these 9 postcards for $15, so the total amount Bernie earns is 9 * $15 = $135.

Bernie then spends all of the $135 he earned to buy new postcards at $5 each. The number of new postcards he can buy is $135 / $5 = 27 postcards.

After these transactions, Bernie has the remaining unsold postcards from his initial collection plus the new postcards he bought. The remaining unsold postcards are half of his original collection, which is 18 - 9 = 9 postcards.

So, the total number of postcards Bernie has after all his transactions is 9 (remaining postcards) + 27 (new postcards) = 36 postcards.",36.0
"Devin taught Calculus for 4 years. He taught Algebra for twice as many years as he taught Calculus, which is 2 × 4 = 8 years. He taught Statistics for 5 times as long as he taught Algebra, which is 5 × 8 = 40 years. To find out how many years Devin has taught in total, we add up the years for each course: 4 (Calculus) + 8 (Algebra) + 40 (Statistics) = 52 years. The answer is 52 years.",52.0
"To find out how many grams the salad dressing weighs, we need to calculate the weight of the oil and the vinegar separately and then sum them up.

1. **Calculate the volume of oil used:**
   - The bowl holds 150 ml, and 2/3 of it is filled with oil.
   - Volume of oil = (2/3) × 150 ml = 100 ml

2. **Calculate the weight of the oil:**
   - The oil weighs 5 g/ml.
   - Weight of the oil = 100 ml × 5 g/ml = 500 grams

3. **Calculate the volume of vinegar used:**
   - The bowl holds 150 ml, and 1/3 of it is filled with vinegar.
   - Volume of vinegar = (1/3) × 150 ml = 50 ml

4. **Calculate the weight of the vinegar:**
   - The vinegar weighs 4 g/ml.
   - Weight of the vinegar = 50 ml × 4 g/ml = 200 grams

5. **Total weight of the salad dressing:**
   - Total weight = Weight of oil + Weight of vinegar
   - Total weight = 500 grams + 200 grams = 700 grams

The salad dressing weighs 700 grams.",700.0
"Let's denote the amount of money Sarah has as \( x \) cents. Since Bridget has 50 cents more than Sarah, Bridget has \( x + 50 \) cents.

Together, they have $3, which is equivalent to 300 cents. Therefore, we can set up the following equation:

\[ x + (x + 50) = 300. \]

Simplifying the equation:

\[ 2x + 50 = 300. \]

Subtract 50 from both sides:

\[ 2x = 250. \]

Divide both sides by 2:

\[ x = 125. \]

So, Sarah has 125 cents.",125.0
"First, we need to determine how many goals Kristin scored. She scored 24 fewer goals than Layla, so:

Kristin's goals = 104 - 24 = 80

Next, we find the total number of goals scored by Layla and Kristin combined:

Total goals = 104 (Layla) + 80 (Kristin) = 184

Now, since they played four games and we want to find the average number of goals the two scored:

Average goals per game = Total goals / Number of games = 184 / 4 = 46

So, the average number of goals the two scored per game is 46.",46.0
"To determine how much weight John can safely put on the bar, we first need to calculate 20% less than the maximum capacity of the bench, which is 1000 pounds. This means the safe limit is:

1000 - (20% of 1000) = 1000 - (0.20 × 1000) = 1000 - 200 = 800 pounds

John weighs 250 pounds, so the weight of John combined with the weight he can put on the bar should not exceed this safe limit of 800 pounds. Therefore, the weight he can put on the bar is:

800 - 250 = 550 pounds

So, John can safely put 550 pounds on the bar.",550.0
"Marcy spends 12 minutes petting her cat and 1/3 of that time combing it. To find out how much time she spends combing her cat, calculate 1/3 of 12 minutes:

1/3 of 12 = 12 ÷ 3 = 4 minutes

Marcy spends 12 minutes petting her cat and 4 minutes combing it. To find the total time she spends with her cat, add these two amounts together:

12 minutes + 4 minutes = 16 minutes

Therefore, Marcy spends a total of 16 minutes with her cat.",16.0
"First, we need to determine how much money Mary and Scott have collected.

1. Ken has $600.

2. Since Mary’s collection is five times what Ken has, Mary has \( 5 \times 600 = 3000 \) dollars.

3. Mary’s collection is also three times Scott’s funds, so Scott has \( \frac{3000}{3} = 1000 \) dollars.

Now, let's calculate the total amount collected by Scott, Mary, and Ken:

\[ 600 \text{ (Ken)} + 3000 \text{ (Mary)} + 1000 \text{ (Scott)} = 4600 \text{ dollars} \]

The goal was to raise $4,000. To determine by how much they have exceeded their goal:

\[ 4600 - 4000 = 600 \]

Therefore, they have exceeded their goal by $600.",600.0
"To find out how long it will take to fill the tank to 3/4 of its capacity, we first need to determine what 3/4 of 4000 gallons is. 

3/4 of 4000 gallons is:

\[ \frac{3}{4} \times 4000 = 3000 \text{ gallons}. \]

Since the pipe fills the tank at a rate of 10 gallons per hour, we need to find out how many hours it takes to fill 3000 gallons:

\[ \frac{3000 \text{ gallons}}{10 \text{ gallons per hour}} = 300 \text{ hours}. \]

Therefore, it will take 300 hours to fill the tank to 3/4 of its capacity.",4.0
"Jennifer takes 20 minutes to groom each dachshund. Since she has 2 dachshunds, she spends 20 minutes x 2 = 40 minutes grooming them every day. 

If she grooms her dogs every day for 30 days, the total time spent grooming is 40 minutes/day x 30 days = 1200 minutes. 

To convert minutes to hours, divide by 60 (since there are 60 minutes in an hour):

1200 minutes ÷ 60 minutes/hour = 20 hours.

Therefore, Jennifer spends 20 hours grooming her dogs in 30 days.",30.0
"To find out how long it takes for Tom to finish the combined program in 3/4ths of the time, first determine the total time for both the BS and Ph.D. programs.

The BS program takes 3 years, and the Ph.D. program takes 5 years, so combined, that is:

3 years + 5 years = 8 years.

Tom finishes it in 3/4ths of this total time, so calculate 3/4ths of 8 years:

(3/4) * 8 = 6 years.

So, it takes Tom 6 years to finish the program.",6.0
"First, let's calculate the number of apples produced in each season:

1. **First Season:** The tree produced 200 apples.

2. **Second Season:** The tree produced 20% fewer apples than in the first season.  
   - 20% of 200 apples is \( \frac{20}{100} \times 200 = 40 \) apples.  
   - Therefore, the tree produced \( 200 - 40 = 160 \) apples in the second season.

3. **Third Season:** The apple production doubled from the second season.  
   - Double of 160 apples is \( 160 \times 2 = 320 \) apples.

Now, add up the apples produced over the three seasons:
- First Season: 200 apples
- Second Season: 160 apples
- Third Season: 320 apples

Total apples produced over the three seasons is \( 200 + 160 + 320 = 680 \).

The total number of fruits the apple tree grew in the three seasons is 680.",680.0
"To find the fastest route, we need to calculate the time it takes for each route and compare them.

For the first route:
- Total distance = 1500 miles
- Average speed = 75 MPH
- Time taken = Distance / Speed = 1500 miles / 75 MPH = 20 hours

For the second route:
- Total distance = 750 miles
- Average speed = 25 MPH
- Time taken = Distance / Speed = 750 miles / 25 MPH = 30 hours

The fastest route is the first one, which takes 20 hours. Therefore, the answer is 20 hours.",20.0
"If Oomyapeck eats 22 eyes in a day and gives two eyes to his dog, then there are a total of 22 + 2 = 24 eyes in the fish.

Since each fish has two eyes, the total number of fish caught in a day is half the total number of eyes: 24 eyes ÷ 2 eyes per fish = 12 fish.

The three of them split the fish equally, so each person gets 12 fish ÷ 3 people = 4 fish to eat.

Therefore, each of them will be given 4 fish to eat.",4.0
"Kim's dad buys her 2 candy bars each week. Over 16 weeks, she will receive:

\[ 2 \text{ candy bars/week} \times 16 \text{ weeks} = 32 \text{ candy bars} \]

Kim eats 1 candy bar every 4 weeks. Over 16 weeks, she will eat:

\[ \frac{16 \text{ weeks}}{4 \text{ weeks/candy bar}} = 4 \text{ candy bars} \]

Thus, the number of candy bars Kim has saved is:

\[ 32 \text{ candy bars received} - 4 \text{ candy bars eaten} = 28 \text{ candy bars saved} \]

The answer is 28.",28.0
"First, we need to determine how many soccer balls had holes and couldn't be inflated. Since 40% of the 100 soccer balls had holes, we calculate:

40% of 100 = 0.40 × 100 = 40 balls with holes.

This means there are 100 - 40 = 60 balls that can be inflated.

Next, 20% of the remaining 60 balls were overinflated and exploded. We calculate:

20% of 60 = 0.20 × 60 = 12 balls exploded.

Therefore, the number of balls that were inflated successfully is:

60 - 12 = 48 balls.

The answer is 48.",48.0
"To find out how long it would take John to go to the bathroom 6 times, we first need to determine how long it takes for one trip.

John takes 20 minutes to go to the bathroom 8 times. Therefore, the time taken for one trip is:

\[ \text{Time per trip} = \frac{20 \text{ minutes}}{8 \text{ trips}} = 2.5 \text{ minutes per trip} \]

Now, we can calculate the time it would take for 6 trips:

\[ \text{Time for 6 trips} = 6 \times 2.5 \text{ minutes} = 15 \text{ minutes} \]

So, it would take John 15 minutes to go to the bathroom 6 times.",6.0
"A 2-liter bottle of soda contains 2 x 1,000 ml = 2,000 ml. Since Dana drinks 500 ml of soda each day, the 2-liter bottle will last 2,000 ml / 500 ml per day = 4 days. The answer is 4 days.",4.0
"First, we need to calculate the total cost of the items Jerry needs to buy:

1. Mustard oil: 2 liters × $13 per liter = $26
2. Gluten-free penne pasta: 3 pounds × $4 per pound = $12
3. Pasta sauce: 1 pound × $5 = $5

Now add up the costs:
$26 (mustard oil) + $12 (pasta) + $5 (pasta sauce) = $43

Jerry was given $50 for grocery shopping, so we subtract the total cost from that amount:
$50 - $43 = $7

Jerry will have $7 left after grocery shopping.",7.0
"Mandy's brother is 4 times as old as she is, so he is 4 * 3 = 12 years old. Her sister is 5 years younger than her brother, so she is 12 - 5 = 7 years old. The age difference between Mandy and her sister is 7 - 3 = 4 years. The answer is 4 years.",4.0
"Let's determine the price per pint both on sale and not on sale:

1. **Find the Sale Price Per Pint:**

   The supermarket sold 54 pints for $216 during the sale.

   \[
   \text{Sale price per pint} = \frac{216}{54} = 4 \text{ dollars per pint}
   \]

2. **Calculate the Regular Price:**

   The problem states that $216 is $108 less than what they would have made at the regular price.

   \[
   \text{Regular sales total} = 216 + 108 = 324 \text{ dollars}
   \]

3. **Find the Regular Price Per Pint:**

   So, the regular price per pint is:

   \[
   \text{Regular price per pint} = \frac{324}{54} = 6 \text{ dollars per pint}
   \]

4. **Determine the Difference in Price:**

   The difference between the regular price and the sale price is:

   \[
   6 - 4 = 2 \text{ dollars}
   \]

Thus, a pint of strawberries costs 2 more dollars when not on sale.",2.0
"To find out how many dishes the restaurant can make, we first need to determine the total amount of couscous received from all shipments. 

The first shipment was 7 pounds, the second was 13 pounds, and the third was 45 pounds. Adding these together:

7 + 13 + 45 = 65 pounds of couscous.

Since it takes 5 pounds of couscous to make one dish, we divide the total amount of couscous by 5 to find out how many dishes can be made:

65 ÷ 5 = 13 dishes.

Therefore, the restaurant could make 13 dishes.",13.0
"To determine how many poodles Charlotte can walk on Tuesday, we need to calculate the time she spends walking on Monday, Wednesday, and the remaining time available for Tuesday.

First, calculate the time spent on Monday:
- 4 poodles at 2 hours each: 4 * 2 = 8 hours
- 2 Chihuahuas at 1 hour each: 2 * 1 = 2 hours
Total time on Monday: 8 + 2 = 10 hours

Next, calculate the time spent on Wednesday:
- 4 Labradors at 3 hours each: 4 * 3 = 12 hours
Total time on Wednesday: 12 hours

Now, add the hours spent on Monday and Wednesday:
10 (Monday) + 12 (Wednesday) = 22 hours

Charlotte has a total of 32 hours available for dog-walking during the week. Subtract the hours spent on Monday and Wednesday:
32 (total) - 22 (Monday and Wednesday) = 10 hours available for Tuesday

On Tuesday, she walks 2 Chihuahuas, which takes:
2 * 1 = 2 hours

Subtract the time for walking the Chihuahuas on Tuesday from the available time:
10 (available time) - 2 (time for Chihuahuas) = 8 hours remaining for poodles

Since it takes 2 hours to walk each poodle, the number of poodles Charlotte can walk on Tuesday is:
8 hours / 2 hours per poodle = 4 poodles

Charlotte can walk 4 poodles on Tuesday.",4.0
"Let's denote the length of Bill's eel as \( B \) inches. Jenna's eel is \( \frac{1}{3} \) the length of Bill's eel, so Jenna's eel is \( \frac{1}{3}B \) inches long.

The combined length of their eels is 64 inches, which gives us the equation:

\[
B + \frac{1}{3}B = 64
\]

To solve for \( B \), combine the terms on the left side:

\[
\frac{3}{3}B + \frac{1}{3}B = \frac{4}{3}B = 64
\]

Now, solve for \( B \) by multiplying both sides by \( \frac{3}{4} \):

\[
B = 64 \times \frac{3}{4} = 48
\]

So, Bill's eel is 48 inches long. Jenna's eel is \( \frac{1}{3} \) of Bill's eel:

\[
\frac{1}{3} \times 48 = 16
\]

Therefore, Jenna's eel is 16 inches long. The answer is 16.",16.0
"If each of the 10 sales professionals sells 10 cars per month, then collectively, they sell 10 salespeople * 10 cars per salesperson = 100 cars per month. 

To find out how many months it will take to sell all 500 cars, divide the total number of cars by the number of cars sold per month: 

500 cars ÷ 100 cars per month = 5 months.

Therefore, it will take 5 months for them to sell all of the cars. The answer is 5.",5.0
